Date,Sum,New,DON,COVID_WER,SitRep,W_Sit
9/15/21,226953125,566851,NO,NO,NO,NO
9/16/21,227540479,587354,NO,NO,NO,NO
9/17/21,228163698,623219,OTHER,NO,NO,NO
9/18/21,228687569,523871,NO,NO,NO,NO
9/19/21,229050966,363397,NO,NO,NO,NO
9/20/21,229581157,530191,OTHER,NO,Weekly,YES
9/21/21,230069837,488680,NO,NO,NO,NO
9/22/21,230604815,534978,NO,NO,NO,NO
9/23/21,231152445,547630,NO,NO,NO,NO
9/24/21,231701691,549246,OTHER,NO,NO,NO
9/25/21,232075693,374002,NO,NO,NO,NO
9/26/21,232431512,355819,NO,NO,NO,NO
9/27/21,232914281,482769,NO,NO,Weekly,YES
9/28/21,233365258,450977,NO,NO,NO,NO
9/29/21,233856235,490977,NO,NO,NO,NO
9/30/21,234346132,489897,NO,NO,NO,NO
10/1/21,234868134,522002,OTHER,NO,NO,NO
10/2/21,235218776,350642,NO,NO,NO,NO
10/3/21,235527819,309043,NO,NO,NO,NO
10/4/21,235974883,447064,NO,NO,Weekly,YES
10/5/21,236397732,422849,NO,NO,NO,NO
10/6/21,236904785,507053,NO,NO,NO,NO
10/7/21,237366619,461834,NO,NO,NO,NO
10/8/21,237842039,475420,NO,NO,NO,NO
10/9/21,238182243,340204,NO,NO,NO,NO
10/10/21,238498696,316453,OTHER,NO,NO,NO
10/11/21,238886684,387988,NO,NO,Weekly,YES
10/12/21,239324892,438208,NO,NO,NO,NO
10/13/21,239781314,456422,OTHER,NO,NO,NO
10/14/21,240234710,453396,OTHER,NO,NO,NO
10/15/21,240692696,457986,NO,NO,NO,NO
10/16/21,241034054,341358,NO,NO,NO,NO
10/17/21,241347355,313301,NO,NO,NO,NO
10/18/21,241775141,427786,NO,NO,Weekly,YES
10/19/21,242206709,431568,NO,NO,NO,NO
10/20/21,242683018,476309,NO,NO,NO,NO
10/21/21,243145068,462050,NO,NO,NO,NO
10/22/21,243637892,492824,OTHER,NO,NO,NO
10/23/21,244008150,370258,NO,NO,NO,NO
10/24/21,244317353,309203,NO,NO,NO,NO
10/25/21,244769753,452400,NO,NO,Weekly,YES
10/26/21,245196224,426471,NO,NO,NO,NO
10/27/21,245710221,513997,NO,NO,NO,NO
10/28/21,246193247,483026,NO,NO,NO,NO
10/29/21,246687330,494083,NO,NO,NO,NO
10/30/21,247061943,374613,NO,NO,NO,NO
10/31/21,247410790,348847,NO,NO,NO,NO
11/1/21,247868435,457645,NO,NO,Weekly,YES
11/2/21,248272884,404449,NO,NO,NO,NO
11/3/21,248797676,524792,NO,NO,NO,NO
11/4/21,249315133,517457,NO,NO,NO,NO
11/5/21,249839415,524282,NO,NO,NO,NO
11/6/21,250245164,405749,NO,NO,NO,NO
11/7/21,250585863,340699,NO,NO,NO,NO
11/8/21,251110911,525048,NO,NO,Weekly,YES
11/9/21,251580325,469414,NO,NO,NO,NO
11/10/21,252153854,573529,NO,NO,NO,NO
11/11/21,252674737,520883,NO,NO,NO,NO
11/12/21,253274490,599753,NO,NO,NO,NO
11/13/21,253670214,395724,NO,NO,NO,NO
11/14/21,254018493,348279,NO,NO,NO,NO
11/15/21,254620079,601586,NO,NO,Weekly,YES
11/16/21,255126904,506825,NO,NO,NO,NO
11/17/21,255742113,615209,NO,NO,NO,NO
11/18/21,256363770,621657,NO,NO,NO,NO
11/19/21,256978407,614637,NO,NO,NO,NO
11/20/21,257416423,438016,NO,NO,NO,NO
11/21/21,257796215,379792,NO,NO,NO,NO
11/22/21,258500870,704655,NO,NO,Weekly,YES
11/23/21,259093463,592593,NO,NO,NO,NO
11/24/21,259751368,657905,NO,NO,NO,NO
11/25/21,260348589,597221,OTHER,NO,NO,NO
11/26/21,260962280,613691,NO,NO,NO,NO
11/27/21,261381085,418805,NO,NO,NO,NO
11/28/21,261770875,389790,NO,NO,NO,NO
11/29/21,262513214,742339,NO,NO,Weekly,YES
11/30/21,263113681,600467,NO,NO,NO,NO
12/1/21,263816145,702464,OTHER,NO,NO,NO
12/2/21,264523382,707237,NO,NO,NO,NO
